Mutant ID,Munatnt Operator,Reference,Explanation,BugID,Bug identification,Patch
no,no,no,"Multi-line edits and complex structural changes. The patch has 28 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid112,Eslint,"diff --git a/lib/ast-utils.js b/lib/ast-utils.js
index 0f06ee93..c410d37e 100644
--- a/lib/ast-utils.js
+++ b/lib/ast-utils.js
@@ -104,5 +104,22 @@ module.exports = {
      */
     isSurroundedBy: function(val, character) {
         return val[0] === character && val[val.length - 1] === character;
+    },
+
+    /**
+     * Returns whether the provided node is an ESLint directive comment or not
+     * @param {LineComment|BlockComment} node The node to be checked
+     * @returns {boolean} `true` if the node is an ESLint directive comment
+     */
+    isDirectiveComment: function(node) {
+        var comment = node.value.trim();
+        return (
+            node.type === ""Line"" && comment.indexOf(""eslint-"") === 0 ||
+            node.type === ""Block"" && (
+                comment.indexOf(""global "") === 0 ||
+                comment.indexOf(""eslint "") === 0 ||
+                comment.indexOf(""eslint-"") === 0
+            )
+        );
     }
 };
diff --git a/lib/rules/no-inline-comments.js b/lib/rules/no-inline-comments.js
index 4574a05f..4048802b 100644
--- a/lib/rules/no-inline-comments.js
+++ b/lib/rules/no-inline-comments.js
@@ -5,6 +5,8 @@
  */
 ""use strict"";
 
+var astUtils = require(""../ast-utils"");
+
 //------------------------------------------------------------------------------
 // Rule Definition
 //------------------------------------------------------------------------------
@@ -29,7 +31,7 @@ module.exports = function(context) {
         var postamble = endLine.slice(node.loc.end.column).trim();
 
         // Check that this comment isn't an ESLint directive
-        var isDirective = node.value.trim().indexOf(""eslint-"") === 0;
+        var isDirective = astUtils.isDirectiveComment(node);
 
         // Should be empty if there was only whitespace around the comment
         if (!isDirective && (preamble || postamble)) {
diff --git a/lib/rules/no-warning-comments.js b/lib/rules/no-warning-comments.js
index a842c3d7..19140c38 100644
--- a/lib/rules/no-warning-comments.js
+++ b/lib/rules/no-warning-comments.js
@@ -5,6 +5,8 @@
 
 ""use strict"";
 
+var astUtils = require(""../ast-utils"");
+
 //------------------------------------------------------------------------------
 // Rule Definition
 //------------------------------------------------------------------------------
@@ -14,6 +16,7 @@ module.exports = function(context) {
     var configuration = context.options[0] || {},
         warningTerms = configuration.terms || [""todo"", ""fixme"", ""xxx""],
         location = configuration.location || ""start"",
+        selfConfigRegEx = /\bno-warning-comments\b/,
         warningRegExps;
 
     /**
@@ -69,6 +72,10 @@ module.exports = function(context) {
      * @returns {void} undefined.
      */
     function checkComment(node) {
+        if (astUtils.isDirectiveComment(node) && selfConfigRegEx.test(node.value)) {
+            return;
+        }
+
         var matches = commentContainsWarningTerm(node.value);
 
         matches.forEach(function(matchedTerm) {
"
Constant Replacement (CR),CR[],PIT and Major,"The patch modifies a literal constant such as a number, boolean, null/undefined, or similar value. Therefore, it corresponds to Constant Replacement.",bid113,Eslint,"diff --git a/lib/rules/eol-last.js b/lib/rules/eol-last.js
index 03691c69..a8fac6ac 100644
--- a/lib/rules/eol-last.js
+++ b/lib/rules/eol-last.js
@@ -39,7 +39,7 @@ module.exports = {
                 const sourceCode = context.getSourceCode(),
                     src = sourceCode.getText(),
                     location = {
-                        column: 1,
+                        column: lodash.last(sourceCode.lines).length,
                         line: sourceCode.lines.length
                     },
                     LF = ""\n"",
"
"Condition insertion(CI), Modification of Return Value(MRV)","CI[],MRV[]",PIT and Major,"Multi-line edits and complex structural changes. The patch has 9 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid114,Eslint,"diff --git a/lib/rules/dot-notation.js b/lib/rules/dot-notation.js
index 55225b8c..142f0f24 100644
--- a/lib/rules/dot-notation.js
+++ b/lib/rules/dot-notation.js
@@ -116,6 +116,15 @@ module.exports = {
                                 return null;
                             }
 
+                            if (node.object.type === ""Identifier"" && node.object.name === ""let"") {
+
+                                /*
+                                 * A statement that starts with `let[` is parsed as a destructuring variable declaration, not
+                                 * a MemberExpression.
+                                 */
+                                return null;
+                            }
+
                             return fixer.replaceTextRange(
                                 [dot.range[0], node.property.range[1]],
                                 `[${textAfterDot}""${node.property.name}""]`
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 21 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid115,Eslint,"diff --git a/lib/rules/no-unused-vars.js b/lib/rules/no-unused-vars.js
index b8a5dab0..709711b7 100644
--- a/lib/rules/no-unused-vars.js
+++ b/lib/rules/no-unused-vars.js
@@ -3,20 +3,26 @@
  * @author Ilya Volodin
  */
 
+""use strict"";
+
 //------------------------------------------------------------------------------
 // Rule Definition
 //------------------------------------------------------------------------------
 
 module.exports = function(context) {
 
-    ""use strict"";
-
     var allowUnusedGlobals = context.options[0] === ""all"" ? false : true;
 
     var variables = [];
 
-    function populateVariables() {
-        var scope = context.getScope();
+    function populateVariables(node) {
+        var scope = context.getScope(),
+            functionName = node && node.id && node.id.name,
+            parent = context.getAncestors().pop(),
+
+            // check for function foo(){}.bind(this)
+            functionNameUsed = parent && parent.type === ""MemberExpression"" && parent.property.name === ""bind"";
+
         scope.variables.forEach(function(variable) {
             //filter out global variables that we add as part of eslint or arguments variable
             if (variable.identifiers.length > 0) {
@@ -24,7 +30,12 @@ module.exports = function(context) {
                 if (!variables.some(function(storedVariable) {
                     return storedVariable.name === variable.name && storedVariable.node === variable.identifiers[0];
                 })) {
-                    variables.push({name: variable.name, node: variable.identifiers[0]});
+
+                    variables.push({
+                        name: variable.name,
+                        node: variable.identifiers[0],
+                        used: (variable.name === functionName) && functionNameUsed
+                    });
                 }
             }
         });
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 15 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid116,Eslint,"diff --git a/lib/rules/no-extra-boolean-cast.js b/lib/rules/no-extra-boolean-cast.js
index 123a7cac..e7368b07 100644
--- a/lib/rules/no-extra-boolean-cast.js
+++ b/lib/rules/no-extra-boolean-cast.js
@@ -5,6 +5,12 @@
 
 ""use strict"";
 
+//------------------------------------------------------------------------------
+// Requirements
+//------------------------------------------------------------------------------
+
+const astUtils = require(""../ast-utils"");
+
 //------------------------------------------------------------------------------
 // Rule Definition
 //------------------------------------------------------------------------------
@@ -91,7 +97,14 @@ module.exports = {
                     context.report({
                         node,
                         message: ""Redundant Boolean call."",
-                        fix: fixer => fixer.replaceText(node, sourceCode.getText(node.arguments[0]))
+                        fix: fixer => {
+                            const argument = node.arguments[0];
+
+                            if (astUtils.getPrecedence(argument) < astUtils.getPrecedence(node.parent)) {
+                                return fixer.replaceText(node, `(${sourceCode.getText(argument)})`);
+                            }
+                            return fixer.replaceText(node, sourceCode.getText(argument));
+                        }
                     });
                 }
             }
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 13 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid117,Eslint,"diff --git a/lib/rules/indent.js b/lib/rules/indent.js
index 6babe29c..78c8bb9a 100644
--- a/lib/rules/indent.js
+++ b/lib/rules/indent.js
@@ -1375,13 +1375,14 @@ module.exports = {
 
             JSXExpressionContainer(node) {
                 const openingCurly = sourceCode.getFirstToken(node);
-                const firstExpressionToken = sourceCode.getFirstToken(node.expression);
+                const closingCurly = sourceCode.getLastToken(node);
 
-                if (firstExpressionToken) {
-                    offsets.setDesiredOffset(firstExpressionToken, openingCurly, 1);
-                }
-
-                offsets.matchIndentOf(openingCurly, sourceCode.getLastToken(node));
+                offsets.setDesiredOffsets(
+                    sourceCode.getTokensBetween(openingCurly, closingCurly, { includeComments: true }),
+                    openingCurly,
+                    1
+                );
+                offsets.matchIndentOf(openingCurly, closingCurly);
             },
 
             ""Program:exit""() {
"
Constant Replacement (CR),CR[],PIT and Major,"The patch modifies a literal constant such as a number, boolean, null/undefined, or similar value. Therefore, it corresponds to Constant Replacement.",bid118,Eslint,"diff --git a/lib/rules/no-loop-func.js b/lib/rules/no-loop-func.js
index 2b76093c..247dc52c 100644
--- a/lib/rules/no-loop-func.js
+++ b/lib/rules/no-loop-func.js
@@ -73,7 +73,7 @@ function getContainingLoopNode(node) {
  * @returns {ASTNode} The most outer loop node.
  */
 function getTopLoopNode(node, excludedNode) {
-    var retv = null;
+    var retv = node;
     var border = excludedNode ? excludedNode.range[1] : 0;
 
     while (node && node.range[0] >= border) {
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 9 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid119,Eslint,"diff --git a/lib/rules/quote-props.js b/lib/rules/quote-props.js
index 7f3e293f..f3453adb 100644
--- a/lib/rules/quote-props.js
+++ b/lib/rules/quote-props.js
@@ -41,13 +41,14 @@ module.exports = function(context) {
 
     /**
      * Checks if an espree-tokenized key has redundant quotes (i.e. whether quotes are unnecessary)
+     * @param   {string} rawKey The raw key value from the source
      * @param   {espreeTokens} tokens The espree-tokenized node key
      * @param   {boolean} [skipNumberLiterals=false] Indicates whether number literals should be checked
      * @returns {boolean} Whether or not a key has redundant quotes.
      * @private
      */
-    function areQuotesRedundant(tokens, skipNumberLiterals) {
-        return tokens.length === 1 &&
+    function areQuotesRedundant(rawKey, tokens, skipNumberLiterals) {
+        return tokens.length === 1 && tokens[0].start === 0 && tokens[0].end === rawKey.length &&
             ([""Identifier"", ""Keyword"", ""Null"", ""Boolean""].indexOf(tokens[0].type) >= 0 ||
             (tokens[0].type === ""Numeric"" && !skipNumberLiterals && """" + +tokens[0].value === tokens[0].value));
     }
@@ -83,7 +84,7 @@ module.exports = function(context) {
                 return;
             }
 
-            if (CHECK_UNNECESSARY && areQuotesRedundant(tokens, NUMBERS)) {
+            if (CHECK_UNNECESSARY && areQuotesRedundant(key.value, tokens, NUMBERS)) {
                 context.report(node, MESSAGE_UNNECESSARY, {property: key.value});
             }
         } else if (KEYWORDS && key.type === ""Identifier"" && isKeyword(key.name)) {
@@ -139,7 +140,7 @@ module.exports = function(context) {
                         return;
                     }
 
-                    necessaryQuotes = necessaryQuotes || !areQuotesRedundant(tokens) || KEYWORDS && isKeyword(tokens[0].value);
+                    necessaryQuotes = necessaryQuotes || !areQuotesRedundant(key.value, tokens) || KEYWORDS && isKeyword(tokens[0].value);
                 }
             } else if (KEYWORDS && checkQuotesRedundancy && key.type === ""Identifier"" && isKeyword(key.name)) {
                 necessaryQuotes = true;
"
Method call replacement(MCR),MCR[],PIT and Major,"Multi-line edits and complex structural changes. The patch has 8 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid120,Eslint,"diff --git a/lib/rules/space-in-parens.js b/lib/rules/space-in-parens.js
index c7f7f5c1..ff124c12 100644
--- a/lib/rules/space-in-parens.js
+++ b/lib/rules/space-in-parens.js
@@ -37,8 +37,8 @@ module.exports = function(context) {
     function getNeverChecks(opts) {
         var missingSpaceOpeners = [],
             missingSpaceClosers = [],
-            rejectedSpaceOpeners = ["" "", ""\\n"", ""\\r""],
-            rejectedSpaceClosers = ["" "", ""\\n"", ""\\r""],
+            rejectedSpaceOpeners = [""\\s""],
+            rejectedSpaceClosers = [""\\s""],
             missingSpaceCheck,
             rejectedSpaceCheck;
 
@@ -98,8 +98,8 @@ module.exports = function(context) {
      * @private
      */
     function getAlwaysChecks(opts) {
-        var missingSpaceOpeners = ["" "", ""\\)"", ""\\r"", ""\\n""],
-            missingSpaceClosers = ["" "", ""\\("", ""\\r"", ""\\n""],
+        var missingSpaceOpeners = [""\\s"", ""\\)""],
+            missingSpaceClosers = [""\\s"", ""\\(""],
             rejectedSpaceOpeners = [],
             rejectedSpaceClosers = [],
             missingSpaceCheck,
"
Modification of condition statement(MOCS),MOCS[],PIT and Major,"Multi-line edits and complex structural changes. The patch has 6 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid121,Eslint,"diff --git a/lib/rules/prefer-destructuring.js b/lib/rules/prefer-destructuring.js
index e9d02da3..112ea646 100644
--- a/lib/rules/prefer-destructuring.js
+++ b/lib/rules/prefer-destructuring.js
@@ -165,8 +165,10 @@ module.exports = {
             if (shouldCheck(reportNode.type, ""object"")) {
                 const property = rightNode.property;
 
-                if ((property.type === ""Literal"" && leftNode.name === property.value) || (property.type === ""Identifier"" &&
-                    leftNode.name === property.name)) {
+                if (
+                    (property.type === ""Literal"" && leftNode.name === property.value) ||
+                    (property.type === ""Identifier"" && leftNode.name === property.name && !rightNode.computed)
+                ) {
                     report(reportNode, ""object"");
                 }
             }
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 15 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid122,Eslint,"diff --git a/lib/rules/valid-typeof.js b/lib/rules/valid-typeof.js
index b13e2aef..cfb7f693 100644
--- a/lib/rules/valid-typeof.js
+++ b/lib/rules/valid-typeof.js
@@ -34,6 +34,17 @@ module.exports = {
         const VALID_TYPES = [""symbol"", ""undefined"", ""object"", ""boolean"", ""number"", ""string"", ""function""],
             OPERATORS = [""=="", ""==="", ""!="", ""!==""];
 
+        const requireStringLiterals = context.options[0] && context.options[0].requireStringLiterals;
+
+        /**
+        * Determines whether a node is a typeof expression.
+        * @param {ASTNode} node The node
+        * @returns {boolean} `true` if the node is a typeof expression
+        */
+        function isTypeofExpression(node) {
+            return node.type === ""UnaryExpression"" && node.operator === ""typeof"";
+        }
+
         //--------------------------------------------------------------------------
         // Public
         //--------------------------------------------------------------------------
@@ -41,7 +52,7 @@ module.exports = {
         return {
 
             UnaryExpression(node) {
-                if (node.operator === ""typeof"") {
+                if (isTypeofExpression(node)) {
                     const parent = context.getAncestors().pop();
 
                     if (parent.type === ""BinaryExpression"" && OPERATORS.indexOf(parent.operator) !== -1) {
@@ -51,7 +62,7 @@ module.exports = {
                             if (VALID_TYPES.indexOf(sibling.value) === -1) {
                                 context.report(sibling, ""Invalid typeof comparison value."");
                             }
-                        } else if (context.options[0] && context.options[0].requireStringLiterals) {
+                        } else if (requireStringLiterals && !isTypeofExpression(sibling)) {
                             context.report(sibling, ""Typeof comparisons should be to string literals."");
                         }
                     }
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 14 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid123,Eslint,"diff --git a/lib/rules/dot-notation.js b/lib/rules/dot-notation.js
index d55b098b..3f5eae0b 100644
--- a/lib/rules/dot-notation.js
+++ b/lib/rules/dot-notation.js
@@ -4,6 +4,12 @@
  */
 ""use strict"";
 
+//------------------------------------------------------------------------------
+// Requirements
+//------------------------------------------------------------------------------
+
+const astUtils = require(""../ast-utils"");
+
 //------------------------------------------------------------------------------
 // Rule Definition
 //------------------------------------------------------------------------------
@@ -64,12 +70,10 @@ module.exports = {
                                 propertyValue: JSON.stringify(node.property.value)
                             },
                             fix(fixer) {
-                                const leftBracket = sourceCode.getTokenBefore(node.property);
-                                const rightBracket = sourceCode.getTokenAfter(node.property);
-                                const textBeforeProperty = sourceCode.text.slice(leftBracket.range[1], node.property.range[0]);
-                                const textAfterProperty = sourceCode.text.slice(node.property.range[1], rightBracket.range[0]);
+                                const leftBracket = sourceCode.getTokenAfter(node.object, astUtils.isOpeningBracketToken);
+                                const rightBracket = sourceCode.getLastToken(node);
 
-                                if (textBeforeProperty.trim() || textAfterProperty.trim()) {
+                                if (sourceCode.getFirstTokenBetween(leftBracket, rightBracket, { includeComments: true, filter: astUtils.isCommentToken })) {
 
                                     // Don't perform any fixes if there are comments inside the brackets.
                                     return null;
"
Logical Operator Replacement (LOR),LOR[],PIT and Major,"The patch modifies a logical operator such as && or ||. Therefore, it corresponds to Logical Operator Replacement.",bid124,Eslint,"diff --git a/lib/rules/id-length.js b/lib/rules/id-length.js
index a0a1019e..0ea42e14 100644
--- a/lib/rules/id-length.js
+++ b/lib/rules/id-length.js
@@ -25,12 +25,12 @@ module.exports = function(context) {
         }, {});
 
     var SUPPORTED_EXPRESSIONS = {
-        ""MemberExpression"": function(parent) {
+        ""MemberExpression"": properties && function(parent) {
             return !parent.computed && (
                 // regular property assignment
                 parent.parent.left === parent || (
                     // or the last identifier in an ObjectPattern destructuring
-                    parent.parent.type === ""Property"" && properties && parent.parent.value === parent &&
+                    parent.parent.type === ""Property"" && parent.parent.value === parent &&
                     parent.parent.parent.type === ""ObjectPattern"" && parent.parent.parent.parent.left === parent.parent.parent
                 )
             );
"
Arithmetic Operator Replacement (AOR),AOR[],PIT and Major,"The patch modifies an arithmetic operator. Therefore, it corresponds to Arithmetic Operator Replacement.",bid125,Eslint,"diff --git a/lib/rules/semi.js b/lib/rules/semi.js
index 3b6a23a8..ee37ab01 100644
--- a/lib/rules/semi.js
+++ b/lib/rules/semi.js
@@ -53,7 +53,7 @@ module.exports = {
 
     create(context) {
 
-        const OPT_OUT_PATTERN = /^[-[(/+]$/; // One of [(/+-, but not ++ or --
+        const OPT_OUT_PATTERN = /^[-[(/+`]/; // One of [(/+-`
         const options = context.options[1];
         const never = context.options[0] === ""never"",
             exceptOneLine = options && options.omitLastInOneLineBlock === true,
@@ -127,7 +127,7 @@ module.exports = {
 
             const lastTokenLine = lastToken.loc.end.line;
             const nextTokenLine = nextToken.loc.start.line;
-            const isOptOutToken = OPT_OUT_PATTERN.test(nextToken.value);
+            const isOptOutToken = OPT_OUT_PATTERN.test(nextToken.value) && nextToken.value !== ""++"" && nextToken.value !== ""--"";
             const isDivider = (nextToken.value === ""}"" || nextToken.value === "";"");
 
             return (lastTokenLine !== nextTokenLine && !isOptOutToken) || isDivider;
"
Modification of condition stetement(MOCS),MOCS[],PIT and Major,"Multi-line edits and complex structural changes. The patch has 10 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid126,Eslint,"diff --git a/lib/rules/indent.js b/lib/rules/indent.js
index 8585745f..a9cbd517 100644
--- a/lib/rules/indent.js
+++ b/lib/rules/indent.js
@@ -647,9 +647,13 @@ module.exports = {
                 return elem !== null;
             });
 
-            // Skip if first element is in same line with this node
-            if (elements.length > 0 && elements[0].loc.start.line === node.loc.start.line) {
-                return;
+            // Skip if element is in same line with this node
+            if (elements.length > 0 && node.type === ""ArrayExpression"") {
+                elements.forEach(el => {
+                    if (el.loc.start.line === node.loc.start.line) {
+                        return;
+                    }
+                });
             }
 
             let nodeIndent;
"
"Statement insertion(SI), Modification of return value(MRV),Modification of condition statement(MOCS)","SI[],MRV[],MOCS[]",PIT and Major,"Multi-line edits and complex structural changes. The patch has 12 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid127,Eslint,"diff --git a/lib/rules/space-before-blocks.js b/lib/rules/space-before-blocks.js
index 58db668c..89215493 100644
--- a/lib/rules/space-before-blocks.js
+++ b/lib/rules/space-before-blocks.js
@@ -15,6 +15,16 @@ var astUtils = require(""../ast-utils"");
 module.exports = function(context) {
     var requireSpace = context.options[0] !== ""never"";
 
+    /**
+     * Checks whether or not a given token is an arrow operator (=>).
+     *
+     * @param {Token} token - A token to check.
+     * @returns {boolean} `true` if the token is an arrow operator.
+     */
+    function isArrow(token) {
+        return token.type === ""Punctuator"" && token.value === ""=>"";
+    }
+
     /**
      * Checks the given BlockStatement node has a preceding space if it doesn’t start on a new line.
      * @param {ASTNode|Token} node The AST node of a BlockStatement.
@@ -24,7 +34,7 @@ module.exports = function(context) {
         var precedingToken = context.getTokenBefore(node),
             hasSpace;
 
-        if (precedingToken && astUtils.isTokenOnSameLine(precedingToken, node)) {
+        if (precedingToken && !isArrow(precedingToken) && astUtils.isTokenOnSameLine(precedingToken, node)) {
             hasSpace = astUtils.isTokenSpaced(precedingToken, node);
 
             if (requireSpace) {
"
"Modification of condition statement(MOCS), Method call replacement(MCR)","MOCS[],MCR[] ",PIT and Major,"Multi-line edits and complex structural changes. The patch has 6 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid128,Eslint,"diff --git a/lib/rules/valid-typeof.js b/lib/rules/valid-typeof.js
index cfb7f693..ed0a7c01 100644
--- a/lib/rules/valid-typeof.js
+++ b/lib/rules/valid-typeof.js
@@ -58,8 +58,10 @@ module.exports = {
                     if (parent.type === ""BinaryExpression"" && OPERATORS.indexOf(parent.operator) !== -1) {
                         const sibling = parent.left === node ? parent.right : parent.left;
 
-                        if (sibling.type === ""Literal"") {
-                            if (VALID_TYPES.indexOf(sibling.value) === -1) {
+                        if (sibling.type === ""Literal"" || sibling.type === ""TemplateLiteral"" && !sibling.expressions.length) {
+                            const value = sibling.type === ""Literal"" ? sibling.value : sibling.quasis[0].value.cooked;
+
+                            if (VALID_TYPES.indexOf(value) === -1) {
                                 context.report(sibling, ""Invalid typeof comparison value."");
                             }
                         } else if (requireStringLiterals && !isTypeofExpression(sibling)) {
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 13 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid129,Eslint,"diff --git a/lib/rules/indent.js b/lib/rules/indent.js
index 0d4c7188..5baf4788 100644
--- a/lib/rules/indent.js
+++ b/lib/rules/indent.js
@@ -960,11 +960,20 @@ module.exports = {
 
         return {
             ""ArrayExpression, ArrayPattern""(node) {
-                addElementListIndent(node.elements, sourceCode.getFirstToken(node), sourceCode.getLastToken(node), options.ArrayExpression);
+                const openingBracket = sourceCode.getFirstToken(node);
+                const closingBracket = sourceCode.getTokenAfter(lodash.findLast(node.elements) || openingBracket, astUtils.isClosingBracketToken);
+
+                addElementListIndent(node.elements, openingBracket, closingBracket, options.ArrayExpression);
             },
 
             ""ObjectExpression, ObjectPattern""(node) {
-                addElementListIndent(node.properties, sourceCode.getFirstToken(node), sourceCode.getLastToken(node), options.ObjectExpression);
+                const openingCurly = sourceCode.getFirstToken(node);
+                const closingCurly = sourceCode.getTokenAfter(
+                    node.properties.length ? node.properties[node.properties.length - 1] : openingCurly,
+                    astUtils.isClosingBraceToken
+                );
+
+                addElementListIndent(node.properties, openingCurly, closingCurly, options.ObjectExpression);
             },
 
             ArrowFunctionExpression(node) {
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 19 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid130,Eslint,"diff --git a/lib/rules/indent.js b/lib/rules/indent.js
index acc52463..faa42481 100644
--- a/lib/rules/indent.js
+++ b/lib/rules/indent.js
@@ -779,6 +779,19 @@ module.exports = {
             return (statement.type === ""ExpressionStatement"" || statement.type === ""VariableDeclaration"") && statement.parent.type === ""Program"";
         }
 
+        /**
+         * Counts the number of linebreaks that follow the last non-whitespace character in a string
+         * @param {string} string The string to check
+         * @returns {number} The number of JavaScript linebreaks that follow the last non-whitespace character,
+         * or the total number of linebreaks if the string is all whitespace.
+         */
+        function countTrailingLinebreaks(string) {
+            const trailingWhitespace = string.match(/\s*$/)[0];
+            const linebreakMatches = trailingWhitespace.match(astUtils.createGlobalLinebreakMatcher());
+
+            return linebreakMatches === null ? 0 : linebreakMatches.length;
+        }
+
         /**
          * Check indentation for lists of elements (arrays, objects, function params)
          * @param {ASTNode[]} elements List of elements that should be offset
@@ -836,8 +849,12 @@ module.exports = {
                 } else {
                     const previousElement = elements[index - 1];
                     const firstTokenOfPreviousElement = previousElement && getFirstToken(previousElement);
+                    const previousElementLastToken = previousElement && sourceCode.getLastToken(previousElement);
 
-                    if (previousElement && sourceCode.getLastToken(previousElement).loc.end.line > startToken.loc.end.line) {
+                    if (
+                        previousElement &&
+                        previousElementLastToken.loc.end.line - countTrailingLinebreaks(previousElementLastToken.value) > startToken.loc.end.line
+                    ) {
                         offsets.setDesiredOffsets(element.range, firstTokenOfPreviousElement, 0);
                     }
                 }
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 12 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid131,Eslint,"diff --git a/lib/rules/no-var.js b/lib/rules/no-var.js
index 73aaecdd..53a1b285 100644
--- a/lib/rules/no-var.js
+++ b/lib/rules/no-var.js
@@ -209,6 +209,7 @@ module.exports = {
          * - A variable is used from a closure within a loop.
          * - A variable might be used before it is assigned within a loop.
          * - A variable might be used in TDZ.
+         * - A variable is declared in statement position (e.g. a single-line `IfStatement`)
          *
          * ## A variable is declared on a SwitchCase node.
          *
@@ -270,6 +271,17 @@ module.exports = {
                 }
             }
 
+            if (
+                !isLoopAssignee(node) &&
+                node.parent.type !== ""BlockStatement"" &&
+                node.parent.type !== ""Program"" &&
+                node.parent.type !== ""SwitchCase""
+            ) {
+
+                // If the declaration is not in a block, e.g. `if (foo) var bar = 1;`, then it can't be fixed.
+                return false;
+            }
+
             return true;
         }
 
"
Method call replacement(MCR),MCR[],PIT and Major,"Multi-line edits and complex structural changes. The patch has 6 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid132,Eslint,"diff --git a/lib/rules/no-multiple-empty-lines.js b/lib/rules/no-multiple-empty-lines.js
index 679c4f69..0be8f333 100644
--- a/lib/rules/no-multiple-empty-lines.js
+++ b/lib/rules/no-multiple-empty-lines.js
@@ -113,8 +113,10 @@ module.exports = {
                 });
 
                 // add the notEmpty lines in there with a placeholder
-                notEmpty.forEach(function(x, i) {
-                    trimmedLines[i] = x;
+                notEmpty.forEach(function(nonEmptyLineNumber) {
+
+                    // FIXME: (not-an-aardvark) Use a better strategy after refactoring this rule
+                    trimmedLines[nonEmptyLineNumber] = ""non-empty placeholder string"";
                 });
 
                 if (typeof maxEOF === ""undefined"") {
"
"Statement insertion(SI),Modification of condition statement(MOCS)","SI[],MOCS[]",PIT and Major,"Multi-line edits and complex structural changes. The patch has 6 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid133,Eslint,"diff --git a/lib/rules/no-empty.js b/lib/rules/no-empty.js
index d0bc6e11..2180c6de 100644
--- a/lib/rules/no-empty.js
+++ b/lib/rules/no-empty.js
@@ -2,6 +2,7 @@
  * @fileoverview Rule to flag use of an empty block statement
  * @author Nicholas C. Zakas
  */
+""use strict"";
 
 //------------------------------------------------------------------------------
 // Rule Definition
@@ -9,14 +10,13 @@
 
 module.exports = function(context) {
 
-    ""use strict"";
-
     return {
+
         ""BlockStatement"": function(node) {
             var ancestors = context.getAncestors(),
                 parentType = ancestors[ancestors.length - 1].type;
 
-            if (parentType === ""FunctionExpression"" || parentType === ""FunctionDeclaration"") {
+            if (/FunctionExpression|FunctionDeclaration|TryStatement|CatchClause/.test(parentType)) {
                 return;
             }
 
"
"Case Insertion (CASEI), Satatment insertion(SI)","CASEI[],SI[]",PIT and Major,case/default branch inserted,bid134,Eslint,"diff --git a/lib/ast-utils.js b/lib/ast-utils.js
index 66b39d92..9e171ea3 100644
--- a/lib/ast-utils.js
+++ b/lib/ast-utils.js
@@ -560,6 +560,7 @@ module.exports = {
                 /* falls through */
 
             case ""UnaryExpression"":
+            case ""AwaitExpression"":
                 return 14;
 
             case ""UpdateExpression"":
diff --git a/lib/rules/no-extra-parens.js b/lib/rules/no-extra-parens.js
index 1d355cf0..dc42e748 100644
--- a/lib/rules/no-extra-parens.js
+++ b/lib/rules/no-extra-parens.js
@@ -587,6 +587,7 @@ module.exports = {
 
             UnaryExpression: dryUnaryUpdate,
             UpdateExpression: dryUnaryUpdate,
+            AwaitExpression: dryUnaryUpdate,
 
             VariableDeclarator(node) {
                 if (node.init && hasExcessParens(node.init) &&
"
